"","URLs","year","IslamWords","totals","anxioutyWords","chappwords","DHSWords","ReligLWICwords","optwords","frequency_anxiouty","frequency_chapp","frequency_religLWIC","frequency_reli_Lwicnoislam","frequency_dhs","frequency_islam","frequency_opt","state","globalterrorism","abbr","femadec","terroristattack","bioguide","end_last_term","first","last","religion","unafilated","other","jew","mormon","othodoxchristain","protestantdemonation","catholic","aa","hisp","id","icpsr","thomas","govtrack","cong","gender","type","start","end","district","class","party","dw1","comc","comr","leadcham","simpleparty","dwisest","manualcorrection","scomc","scomr","percentwhite","pres2","veryconservative","don'tattendchurch","don'tpray","unemploy","nonwhite","abrvState","catholic_state","jewish_state","evang_state","orthodox_state","bkprot_state","mainline_state","conservative.non.traditional_state","liberal.protestant_state","secular_state","veryReligous","upforElection","Female","Republican","frequency_chapp_lag1","frequency_religLWIC_lag1","frequency_anxiouty_lag1","frequency_opt_lag1","terroristattack_lag1","frequency_dhs_lag1","femadec_lag1","upforElection_lag1"
"hatch-2010","hatch","2010",105,3544709,3439,2886,8396,3537,7975,0.000970179370072127,0.000814172205591207,0.000997826209347227,-2.96203320119622e-05,0.00236860163830345,2.96226135090356e-05,0.00224983307366246,"Utah",4805,"UT",1,2,"H000338","1/3/19","Orrin","Hatch","Mormon",0,0,0,1,0,0,0,0,0,76,"14503",1351,300052,111,"M","sen","1/4/07","1/3/13",0,1,"Republican",0.372,0,0,0,"R","NULL","NULL","0","0",0.8622449,3.102041,3.589286,3.091837,2.688776,8.2,0,"ut",3.849203348,0.171227902,2.214528322,0,0.181907892,1.541399479,71.75563812,0.043300346,20.24279594,0.64,0,0,1,0.000875063594795437,0.000982730255922208,0.00085266314852074,0.00198424698291352,0,0.00218007023905684,0,0
"hatch-2012","hatch","2012",72,8707430,6123,8671,17487,9815,19786,0.000703193560835976,0.000995817216725256,0.0011271992663082,-8.26767087093823e-06,0.00200828587854625,8.26980032340197e-06,0.00227231326665044,"Utah",8481,"UT",7,0,"H000338","1/3/19","Orrin","Hatch","Mormon",0,0,0,1,0,0,0,0,0,74,"14503",1351,300052,112,"M","sen","1/4/07","1/3/13",0,1,"Republican",0.368,0,1,0,"R","NULL","NULL","NULL","NULL",0.8719851,3.03352,3.504638,3.30855,2.998145,5.8,0,"ut",3.849203348,0.171227902,2.214528322,0,0.181907892,1.541399479,71.75563812,0.043300346,20.24279594,0.64,1,0,1,0.000814172205591207,0.000997826209347227,0.000970179370072127,0.00224983307366246,2,0.00236860163830345,1,0
"hutchison-2008","hutchison","2008",66,1819058,1149,637,8075,900,4777,0.00063164660998055,0.000350182247656754,0.000494762574397298,-3.62812434680068e-05,0.00443911179250909,3.62835154558019e-05,0.00262608548988432,"Texas",4785,"TX",470,0,"H001016","1/3/13","Kay","Hutchison","Episcopalian",0,0,0,0,0,1,0,0,0,10315,"49306",1368,300054,110,"F","sen","1/4/07","1/3/13",0,1,"Republican",0.386,0,1,0,"R","NULL","NULL","0","1",0.7158341,2.983962,3.60886,3.428706,2.99383,4.8,0,"tx",21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,0,1,1,0.000311556478722091,0.000485571611959551,0.000701380772830463,0.0026691195829545,0,0.00435265900517106,276,1
"hutchison-2010","hutchison","2010",64,2423803,1658,875,8401,1356,6076,0.00068404999243049,0.00036100393629474,0.000559452407560763,-2.64035553820143e-05,0.00346604176321384,2.64057861975581e-05,0.00250680538963068,"Texas",4805,"TX",46,1,"H001016","1/3/13","Kay","Hutchison","Episcopalian",0,0,0,0,0,1,0,0,0,10316,"49306",1368,300054,111,"F","sen","1/4/07","1/3/13",0,1,"Republican",0.39,0,1,0,"R","NULL","NULL","0","1",0.6484739,3.00907,3.612578,3.568064,2.841615,8,0,"tx",21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,0,1,1,0.000350182247656754,0.000494762574397298,0.00063164660998055,0.00262608548988432,0,0.00443911179250909,470,0
"hutchison-2012","hutchison","2012",2,791036,656,329,2307,427,1734,0.000829293219317452,0.000415911274627198,0.000539799441537427,-2.52664754266362e-06,0.00291642958226427,2.52932993694345e-06,0.00219206305532997,"Texas",8481,"TX",1,1,"H001016","1/3/13","Kay","Hutchison","Episcopalian",0,0,0,0,0,1,0,0,0,10314,"49306",1368,300054,112,"F","sen","1/4/07","1/3/13",0,1,"Republican",0.394,0,1,0,"R","NULL","NULL","0","1",0.6127532,2.811952,3.512195,3.622569,2.907098,6.7,0,"tx",21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,1,1,1,0.00036100393629474,0.000559452407560763,0.00068404999243049,0.00250680538963068,1,0.00346604176321384,46,0
"inhofe-2008","inhofe","2008",9,3165201,2960,1570,9209,1466,6043,0.000935170678007811,0.000496020052186575,0.00046316273917549,-2.84227498893777e-06,0.00290945287999119,2.84442131826699e-06,0.00190920044736527,"Oklahoma",4785,"OK",82,0,"I000024","1/3/21","James","Inhofe","Presbyterian",0,0,0,0,0,1,0,0,0,275,"15424",583,300055,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.686,0,1,0,"R","NULL","NULL","NULL","NULL",0.8329571,2.84127,3.75395,3.284424,2.954442,3.7,0,"ok",4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,1,0,1,0.000765287599831637,0.000314945869930712,0.000671098479852359,0.00228114374949815,0,0.00419436024907724,104,0
"inhofe-2010","inhofe","2010",22,1104966,1085,642,3770,789,2319,0.000981931665739941,0.000581014352447044,0.000714050120063423,-1.99084686631805e-05,0.00341187068648809,1.99111148813629e-05,0.00209870810954002,"Oklahoma",4805,"OK",204,0,"I000024","1/3/21","James","Inhofe","Presbyterian",0,0,0,0,0,1,0,0,0,277,"15424",583,300055,111,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.689,0,1,0,"R","NULL","NULL","0","1",0.8157424,3.177102,3.781362,3.454383,2.656529,7.2,0,"ok",4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,0,0,1,0.000496020052186575,0.00046316273917549,0.000935170678007811,0.00190920044736527,0,0.00290945287999119,82,1
"inhofe-2012","inhofe","2012",0,92108,54,105,390,37,232,0.000586269293742129,0.00113996712672081,0.000401703349415903,5.36121020341233e-09,0.00423416089924871,1e-09,0.00251878329904026,"Oklahoma",8481,"OK",10,0,"I000024","1/3/21","James","Inhofe","Presbyterian",0,0,0,0,0,1,0,0,0,276,"15424",583,300055,112,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.692,0,1,0,"R","NULL","NULL","0","1",0.8103728,3.00813,3.631494,3.492707,2.888169,5.1,0,"ok",4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,0,0,1,0.000581014352447044,0.000714050120063423,0.000981931665739941,0.00209870810954002,0,0.00341187068648809,204,0
"inouye-2008","inouye","2008",0,750684,333,709,1676,695,1588,0.000443596440957846,0.000944472974892232,0.000925823316713824,2.23330498147533e-09,0.0022326315076437,1e-09,0.00211540508480799,"Hawaii",4785,"HI",3,0,"I000025","12/17/12","Daniel","Inouye","Methodist",0,0,0,0,0,1,0,0,0,10256,"4812",1369,300056,110,"M","sen","1/4/05","12/22/10",0,3,"Democrat",-0.359,1,0,0,"D","NULL","NULL","1","0",0.4673913,3.141304,3.26087,4.315217,4.728261,4.2,0,"hi",21.00468445,0,5.84563303,0,0.631638408,4.308315277,3.45623517,0.018407747,64.73409271,0.47,0,0,0,0.000790416707549839,0.000790416707549839,0.000494695357381077,0.00204997060641679,0,0.00240228061001291,7,0
"inouye-2010","inouye","2010",12,381772,106,305,1478,358,641,0.000277653630365768,0.000798907153410936,0.00093773346859382,-3.14289169858748e-05,0.00387142163849628,3.14333732489549e-05,0.00167901360438167,"Hawaii",4805,"HI",1,0,"I000025","12/17/12","Daniel","Inouye","Methodist",0,0,0,0,0,1,0,0,0,10257,"4812",1369,300056,111,"M","sen","1/4/05","12/22/10",0,3,"Democrat",-0.362,1,0,0,"D","NULL","NULL","1","0",0.4883721,2.622093,3.267442,4.331395,3.761628,7,0,"hi",21.00468445,0,5.84563303,0,0.631638408,4.308315277,3.45623517,0.018407747,64.73409271,0.47,1,0,0,0.000944472974892232,0.000925823316713824,0.000443596440957846,0.00211540508480799,0,0.0022326315076437,3,0
"inouye-2012","inouye","2012",4,837979,295,608,2261,687,1330,0.000352038461559299,0.000725556175010352,0.000819830613868605,-4.77141096780007e-06,0.00269815930706975,4.77438930927863e-06,0.00158715294533515,"Hawaii",8481,"HI",2,0,"I000025","12/17/12","Daniel","Inouye","Methodist",0,0,0,0,0,1,0,0,0,10258,"4812",1369,300056,112,"M","sen","1/5/11","12/17/12",0,3,"Democrat",-0.364,1,0,0,"D","NULL","NULL","1","0",0.4946809,2.484043,3.340425,4.395722,3.84492,6,0,"hi",21.00468445,0,5.84563303,0,0.631638408,4.308315277,3.45623517,0.018407747,64.73409271,0.47,0,0,0,0.000798907153410936,0.00093773346859382,0.000277653630365768,0.00167901360438167,0,0.00387142163849628,1,1
"isakson-2008","isakson","2008",4,1957677,1425,1279,7348,1971,6532,0.000727904530561987,0.00065332634427283,0.00100680651490363,-2.04172369470811e-06,0.0037534291702242,2.04423798052488e-06,0.00333660862219712,"Georgia",4785,"GA",21,0,"I000055","1/3/23","John","Isakson","Methodist",0,0,0,0,0,1,0,0,0,1307,"29909",1608,400194,110,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.479,0,0,0,"R","NULL","NULL","0","0",0.7502812,2.96614,3.644544,3.319053,3.151308,6.4,0,"ga",3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,0,0,1,0.00108815856857703,0.00109516086953313,0.000836075734157644,0.00269028502733138,0,0.00490861397022202,0,0
"isakson-2010","isakson","2010",0,5099816,3728,2495,16808,3494,14631,0.000731007765734293,0.000489234337045886,0.00068512375737007,1.13434264243456e-09,0.00329580618199088,1e-09,0.00286892803579894,"Georgia",4805,"GA",0,0,"I000055","1/3/23","John","Isakson","Methodist",0,0,0,0,0,1,0,0,0,1308,"29909",1608,400194,111,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.479,0,1,0,"R","NULL","NULL","0","1",0.6051641,2.772213,3.522324,3.393972,2.621636,10.7,0,"ga",3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,1,0,1,0.00065332634427283,0.00100680651490363,0.000727904530561987,0.00333660862219712,0,0.0037534291702242,21,0
"isakson-2012","isakson","2012",0,1982209,1601,1046,6459,1327,5158,0.000807685759780629,0.000527695102892278,0.000669456138181695,1.33773186287707e-09,0.00325848686097631,1e-09,0.00260214840221642,"Georgia",8481,"GA",0,2,"I000055","1/3/23","John","Isakson","Methodist",0,0,0,0,0,1,0,0,0,1309,"29909",1608,400194,112,"M","sen","1/5/11","1/3/17",0,3,"Republican",0.479,0,1,0,"R","NULL","NULL","0","1",0.6009096,2.667236,3.453508,3.550741,2.82906,9.1,0,"ga",3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,0,0,1,0.000489234337045886,0.00068512375737007,0.000731007765734293,0.00286892803579894,0,0.00329580618199088,0,1
"johanns-2012","johanns","2012",0,49500087,1141,1405,124499,1527,153177,2.30514645375674e-05,2.83847884971798e-05,3.0849430630031e-05,1.00062319952347e-09,0.00251512789260526,1e-09,0.00309448040970286,"Nebraska",8481,"NE",0,0,"J000291","1/3/15","Mike","Johanns","Catholic",0,0,0,0,0,0,1,0,0,278,"40905",1899,412320,112,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.408,0,0,0,"R","NULL","NULL","0","0",0.891791,2.98694,3.587687,3.737828,3.143657,4,0,"ne",21.2477951,0.095833384,15.94693279,0,1.206169605,24.21151924,0.668784857,0.064559661,36.22772598,0.54,0,0,1,0.000594415315830128,0.000526022467308218,0.000765397437134903,0.0017384868627959,0,0.00142066127260585,163,0
"johnson-2008","johnson","2008",0,2129418,980,729,6744,748,4422,0.000460220646870647,0.000342348063845614,0.00035127068965229,1.16496042094708e-09,0.00316706354948535,1e-09,0.00207662475353266,"South Dakota",4785,"SD",53,0,"J000177","1/3/15","Tim","Johnson","Lutheran",0,0,0,0,0,1,0,0,0,290,"15425",604,300058,110,"M","sen","1/7/03","1/3/09",0,2,"Democrat",-0.32,1,0,0,"D","NULL","NULL","1","0",0.8928571,3.266187,3.435714,3.5,2.970803,3,0,"sd",20.65735245,0.245446771,15.87462139,0,0.122125737,30.67625999,0.740656674,0.014080379,31.89550591,0.59,1,0,0,0.000373884269707584,0.000634618655161557,0.000393562336534299,0.00316325024239443,0,0.00403400469947656,7,0
"johnson-2010","johnson","2010",0,2090043,826,579,5263,682,4063,0.000395208179947972,0.000277028793208082,0.000326310075937672,1.15612553231569e-09,0.00251813100976535,1e-09,0.00194398014301285,"South Dakota",4805,"SD",108,0,"J000177","1/3/15","Tim","Johnson","Lutheran",0,0,0,0,0,1,0,0,0,292,"15425",604,300058,111,"M","sen","1/6/09","1/3/15",0,2,"Democrat",-0.317,0,0,0,"D","NULL","NULL","0","0",0.9150327,3.197368,3.699346,3.614379,3.169935,5.1,0,"sd",20.65735245,0.245446771,15.87462139,0,0.122125737,30.67625999,0.740656674,0.014080379,31.89550591,0.59,0,0,0,0.000342348063845614,0.00035127068965229,0.000460220646870647,0.00207662475353266,0,0.00316706354948535,53,1
"johnson-2012","johnson","2012",0,3058579,1302,858,9011,3282,5096,0.00042568887662506,0.000280523425610063,0.00107304832034059,1.35083197796774e-09,0.00294614036733365,1e-09,0.00166613419453249,"South Dakota",8481,"SD",1,0,"J000177","1/3/15","Tim","Johnson","Lutheran",0,0,0,0,0,1,0,0,0,291,"15425",604,300058,112,"M","sen","1/6/09","1/3/15",0,2,"Democrat",-0.315,1,0,0,"D","NULL","NULL","1","0",0.9426752,2.968153,3.509554,3.624204,2.89172,4.6,0,"sd",20.65735245,0.245446771,15.87462139,0,0.122125737,30.67625999,0.740656674,0.014080379,31.89550591,0.59,0,0,0,0.000277028793208082,0.000326310075937672,0.000395208179947972,0.00194398014301285,0,0.00251813100976535,108,0
"kennedy-2008","kennedy","2008",367,9125481,7573,4695,25737,6513,28331,0.000829875063624701,0.000514494427798491,0.000713716803035478,-4.02159799360929e-05,0.00282034548375927,4.02180581474007e-05,0.00310460447240874,"Massachusetts",4785,"MA",9,1,"K000105","8/25/09","Edward","Kennedy","Catholic",0,0,0,0,0,0,1,0,0,9360,"10808",1377,300059,110,"M","sen","1/4/07","8/25/09",0,1,"Democrat",-0.495,1,0,0,"D","NULL","NULL","1","0",0.8696398,3.382504,3.099485,4.185567,4.786972,5.3,0,"ma",49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,0,0,0,0.000574822533370288,0.000752708080729126,0.000965184658414671,0.00273629236729186,0,0.00357469442134168,3,1
"kerry-2008","kerry","2008",672,4140538,4662,3582,17040,4906,9516,0.00112594163863198,0.00086510596945083,0.00118487117870625,-0.00016229646354938,0.00411540822485822,0.000162298749712718,0.00229825306289617,"Massachusetts",4785,"MA",9,1,"K000148","2/1/13","John","Kerry","Catholic",0,0,0,0,0,0,1,0,0,10928,"14920",1379,300060,110,"M","sen","1/7/03","1/3/09",0,2,"Democrat",-0.414,1,0,0,"D","NULL","NULL","1","0",0.8696398,3.382504,3.099485,4.185567,4.786972,5.3,0,"ma",49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,1,0,0,0.00070309209355561,0.00125786663297091,0.00148916983049925,0.00231938939903227,0,0.00440359011935633,3,0
"kerry-2010","kerry","2010",445,4699108,5183,2917,17831,4059,11206,0.00110297628807595,0.000620757109457369,0.00086378195587503,-9.46976398735769e-05,0.00379455094437242,9.46998236916453e-05,0.00238470890626647,"Massachusetts",4805,"MA",21,0,"K000148","2/1/13","John","Kerry","Catholic",0,0,0,0,0,0,1,0,0,10930,"14920",1379,300060,111,"M","sen","1/6/09","2/1/13",0,2,"Democrat",-0.416,1,0,0,"D","NULL","NULL","1","0",0.8251207,2.71969,3.115942,4.225121,3.912077,8.5,0,"ma",49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,0,0,0,0.00086510596945083,0.00118487117870625,0.00112594163863198,0.00229825306289617,1,0.00411540822485822,9,1
"kerry-2012","kerry","2012",1596,20501622,22872,15346,74857,19543,49048,0.00111562004711735,0.000748527141004843,0.000953242650831334,-7.78464525946459e-05,0.00365127307983837,7.78484990905598e-05,0.00239239707480813,"Massachusetts",8481,"MA",26,0,"K000148","2/1/13","John","Kerry","Catholic",0,0,0,0,0,0,1,0,0,10929,"14920",1379,300060,112,"M","sen","1/6/09","2/1/13",0,2,"Democrat",-0.417,1,0,0,"D","NULL","NULL","1","0",0.8172324,2.429442,3.027923,4.384481,4.116725,6.7,0,"ma",49.221241,4.719081402,3.058211565,0,1.336042643,6.108428001,0.184378594,0.59492141,34.47768402,0.33,0,0,0,0.000620757109457369,0.00086378195587503,0.00110297628807595,0.00238470890626647,0,0.00379455094437242,21,0
"kirk-2012","kirk","2012",42,174903,176,102,750,159,400,0.00100627304793514,0.000583181391416957,0.000909076316032315,-0.000240126904751113,0.00428809211335998,0.000240134102348159,0.00228698292712532,"Illinois",8481,"IL",0,1,"K000360","1/3/17","Mark","Kirk","Presbyterian",0,0,0,0,0,1,0,0,0,1427,"20115",1647,400222,112,"M","sen","1/5/11","1/3/17",0,3,"Republican",0.282,0,0,0,"R","NULL","NULL","0","0",0.6931653,2.469418,3.231292,3.944633,3.357108,8.7,0,"il",31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,0,0,1,1e-09,1e-09,1e-09,1e-09,0,1e-09,21,0
"klobuchar-2010","klobuchar","2010",0,7869879,7228,3349,24990,3990,14150,0.000918439517288512,0.000425547568123856,0.000506997359156221,1.06442238300693e-09,0.00317539924945212,1e-09,0.00179799560703271,"Minnesota",4805,"MN",99,0,"K000367","1/3/19","Amy","Klobuchar","Congressionalist",0,0,0,0,0,1,0,0,0,79,"40700",1826,412242,111,"F","sen","1/4/07","1/3/13",0,1,"Democrat",-0.27,0,0,0,"D","NULL","NULL","0","0",0.8707926,2.707743,3.295331,3.670652,3.255157,7.3,0,"mn",25.37247658,0.664534092,11.64942741,0,0.684395969,25.91269302,0.333158165,0.129574209,35.14619827,0.49,0,1,0,0.000559555072945829,0.000657283366836261,0.000721641023788497,0.00184670821199055,0,0.00300335832443767,6,0
"klobuchar-2012","klobuchar","2012",0,891272,932,442,2295,434,1604,0.00104569748771643,0.000495921437307578,0.000486945501790699,1.54634780604653e-09,0.00257497250140473,1e-09,0.00179967607113429,"Minnesota",8481,"MN",18,0,"K000367","1/3/19","Amy","Klobuchar","Congressionalist",0,0,0,0,0,1,0,0,0,77,"40700",1826,412242,112,"F","sen","1/4/07","1/3/13",0,1,"Democrat",-0.27,0,0,0,"D","NULL","NULL","0","0",0.8800403,2.621212,3.237134,3.83552,3.379032,5.8,0,"mn",25.37247658,0.664534092,11.64942741,0,0.684395969,25.91269302,0.333158165,0.129574209,35.14619827,0.49,1,1,0,0.000425547568123856,0.000506997359156221,0.000918439517288512,0.00179799560703271,0,0.00317539924945212,99,0
"kohl-2008","kohl","2008",0,110622,69,54,249,36,233,0.000623746728697727,0.000488149831154743,0.000325433554103162,3.94184297972521e-09,0.00225090949921354,1e-09,0.00210627280850102,"Wisconsin",4785,"WI",42,0,"K000305","1/3/13","Herbert","Kohl","Jew",0,0,1,0,0,0,0,0,0,10327,"15703",1380,300061,110,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.313,1,0,0,"D","NULL","NULL","1","0",0.9262412,3.217021,3.380142,3.931818,3.470672,4.7,0,"wi",31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,0,0,0,1e-09,1e-09,0.000290380503674418,0.00262458497551877,0,0.00247939522368157,0,1
"kohl-2010","kohl","2010",0,885149,721,174,2035,227,1347,0.00081455312625219,0.000196578073464468,0.000256454998140426,1.28972974961326e-09,0.00229904895689765,1e-09,0.00152177868940596,"Wisconsin",4805,"WI",12,0,"K000305","1/3/13","Herbert","Kohl","Jew",0,0,1,0,0,0,0,0,0,10328,"15703",1380,300061,111,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.314,1,0,0,"D","NULL","NULL","1","0",0.8875,2.881731,3.411538,3.816346,3.204808,8.7,0,"wi",31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,0,0,0,0.000488149831154743,0.000325433554103162,0.000623746728697727,0.00210627280850102,0,0.00225090949921354,42,0
"kohl-2012","kohl","2012",0,656815,443,128,1262,211,968,0.000674467935133942,0.000194880836788137,0.000321248230955444,1.48909849950967e-09,0.00192139439083304,1e-09,0.00147377976571028,"Wisconsin",8481,"WI",4,2,"K000305","1/3/13","Herbert","Kohl","Jew",0,0,1,0,0,0,0,0,0,10326,"15703",1380,300061,112,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.314,1,0,0,"D","NULL","NULL","1","0",0.8796537,2.710823,3.471764,3.900433,3.443674,7.1,0,"wi",31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,1,0,0,0.000196578073464468,0.000256454998140426,0.00081455312625219,0.00152177868940596,0,0.00229904895689765,12,0
"kyl-2008","kyl","2008",105,567176,441,76,2415,214,1217,0.000777537426082909,0.000133998207216102,0.000377308925582183,-0.000185126055256348,0.00425793857140641,0.000185128720495931,0.00214571943660522,"Arizona",4785,"AZ",1,0,"K000352","1/3/13","Jon","Kyl","Presbyterian",0,0,0,0,0,1,0,0,0,10340,"15429",655,300062,110,"M","sen","1/4/07","1/3/13",0,1,"Republican",0.564,0,0,0,"R","NULL","NULL","0","0",0.8390533,3.136095,3.44142,3.978673,3.643457,5.9,0,"az",17.88876343,1.933031201,11.39440727,0,0.790046334,5.526695728,5.450165749,0.054512296,56.96237564,0.53,0,0,1,0.000409362177934905,0.000619696926818585,0.00129367278883296,0.0021629056399544,0,0.00612911034919112,15,1
"kyl-2010","kyl","2010",158,2344689,2447,713,10181,1017,4759,0.00104363621132227,0.000304092502113926,0.000433747223912852,-6.7385150680869e-05,0.00434215469287782,6.73873356718098e-05,0.00202969449026673,"Arizona",4805,"AZ",24,0,"K000352","1/3/13","Jon","Kyl","Presbyterian",0,0,0,0,0,1,0,0,0,10341,"15429",655,300062,111,"M","sen","1/4/07","1/3/13",0,1,"Republican",0.556,0,0,0,"R","NULL","NULL","0","0",0.7575163,3.039241,3.544801,3.942484,3.25098,10.4,0,"az",17.88876343,1.933031201,11.39440727,0,0.790046334,5.526695728,5.450165749,0.054512296,56.96237564,0.53,0,0,1,0.000133998207216102,0.000377308925582183,0.000777537426082909,0.00214571943660522,0,0.00425793857140641,1,0
"kyl-2012","kyl","2012",36,340560,321,179,1874,293,732,0.000942566186751233,0.000525605886070002,0.000860348662673244,-0.000105704718969748,0.00550270243293399,0.000105709245243129,0.00214940198661029,"Arizona",8481,"AZ",0,1,"K000352","1/3/13","Jon","Kyl","Presbyterian",0,0,0,0,0,1,0,0,0,10339,"15429",655,300062,112,"M","sen","1/4/07","1/3/13",0,1,"Republican",0.548,0,0,0,"R","NULL","NULL","0","0",0.7807933,2.895616,3.437631,4.123431,3.488128,8.2,0,"az",17.88876343,1.933031201,11.39440727,0,0.790046334,5.526695728,5.450165749,0.054512296,56.96237564,0.53,1,0,1,0.000304092502113926,0.000433747223912852,0.00104363621132227,0.00202969449026673,0,0.00434215469287782,24,0
"landrieu-2008","landrieu","2008",0,107060,23,141,178,112,135,0.00021483380403512,0.00131701949430226,0.00104614335008406,1.07715519342805e-08,0.00166262009209789,1e-09,0.00126097615411919,"Louisiana",4785,"LA",161,0,"L000550","1/3/15","Mary","Landrieu","Catholic",0,0,0,0,0,0,1,0,0,298,"49702",1546,300063,110,"F","sen","1/7/03","1/3/09",0,2,"Democrat",-0.239,0,0,0,"D","NULL","NULL","0","0",0.8149101,2.89433,3.748072,3.395887,2.484293,5,0,"la",32.44461441,0.366403639,21.99637222,0,9.402453423,10.3367815,0.359765321,0.028459897,29.49222755,0.71,1,1,0,0.00132484934952179,0.000208404111160731,0.000320048634996837,0.00144393684161364,0,0.00810539343050128,24,0
"landrieu-2010","landrieu","2010",0,1177942,859,1388,6533,770,1910,0.000729238942105808,0.00117832726733744,0.000653683439373076,1.55493601499316e-09,0.00554611447587572,1e-09,0.00162147302493841,"Louisiana",4805,"LA",0,0,"L000550","1/3/15","Mary","Landrieu","Catholic",0,0,0,0,0,0,1,0,0,300,"49702",1546,300063,111,"F","sen","1/6/09","1/3/15",0,2,"Democrat",-0.238,1,0,0,"D","NULL","NULL","1","0",0.6863905,3.047619,3.757396,3.16716,2.39645,7.8,0,"la",32.44461441,0.366403639,21.99637222,0,9.402453423,10.3367815,0.359765321,0.028459897,29.49222755,0.71,0,1,0,0.00131701949430226,0.00104614335008406,0.00021483380403512,0.00126097615411919,0,0.00166262009209789,161,1
"landrieu-2012","landrieu","2012",0,1299592,864,1815,7940,1127,2570,0.000664825037082407,0.00139659316123214,0.000867196242814668,1.66728268780869e-09,0.0061096107852249,1e-09,0.00197754472141411,"Louisiana",8481,"LA",89,0,"L000550","1/3/15","Mary","Landrieu","Catholic",0,0,0,0,0,0,1,0,0,299,"49702",1546,300063,112,"F","sen","1/6/09","1/3/15",0,2,"Democrat",-0.237,1,0,0,"D","NULL","NULL","1","0",0.6806358,2.877168,3.592163,3.3589,2.58237,7.1,0,"la",32.44461441,0.366403639,21.99637222,0,9.402453423,10.3367815,0.359765321,0.028459897,29.49222755,0.71,0,1,0,0.00117832726733744,0.000653683439373076,0.000729238942105808,0.00162147302493841,0,0.00554611447587572,0,0
"lautenberg-2008","lautenberg","2008",50,989231,1218,411,6354,596,2251,0.00123126043283217,0.000415475242113318,0.000602489195376004,-5.0542702645595e-05,0.00642317212989787,5.05453116926178e-05,0.00227550591240165,"New Jersey",4785,"NJ",0,0,"L000123","6/3/13","Frank","Lautenberg","Jew",0,0,1,0,0,0,0,0,0,10943,"14914",1381,300064,110,"M","sen","1/7/03","1/3/09",0,2,"Democrat",-0.482,0,0,0,"D","NULL","NULL","0","0",0.7839367,3.216308,3.341629,4.052154,4.167437,5.4,0,"nj",41.25792313,5.561119556,3.212703228,0,3.445155621,7.320766449,0.152725905,0.063310236,38.74893951,0.55,1,0,0,0.000398715544309147,0.000500102957004902,0.00135904800388804,0.00232906353097158,0,0.00657651261227631,4,0
"lautenberg-2010","lautenberg","2010",101,3743874,4461,1305,26848,1881,7324,0.00119154751037936,0.000348570423009428,0.000502421754544624,-2.69762694217929e-05,0.00717118250877941,2.69784036198868e-05,0.001956263416951,"New Jersey",4805,"NJ",30,0,"L000123","6/3/13","Frank","Lautenberg","Jew",0,0,1,0,0,0,0,0,0,10945,"14914",1381,300064,111,"M","sen","1/6/09","6/3/13",0,2,"Democrat",-0.491,0,0,0,"D","NULL","NULL","0","0",0.7539411,2.835165,3.33059,3.924502,3.439945,9.3,0,"nj",41.25792313,5.561119556,3.212703228,0,3.445155621,7.320766449,0.152725905,0.063310236,38.74893951,0.55,0,0,0,0.000415475242113318,0.000602489195376004,0.00123126043283217,0.00227550591240165,0,0.00642317212989787,0,1
